,title,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,poster_path,return,genre_1,genre_2
16328,Death at a Funeral,en,A myriad of outrageous calamities befall an eccentric English clan with more than a few skeletons in its closets when its patriarch dies an unexpected death. Soon every complication imaginable befall the grief-stricken mourners.,9.507,Other,2007-08-17,9000000.0,46789413.0,90.0,6.9,1469.0,/xyTxrJnjbSJQzcbKIP6S1uqLuxy.jpg,5.198823666666667,Comedy,Drama
16329,The Act of Killing,id,Filmmakers expose the horrifying mass executions of accused communists in Indonesia and those who are celebrated in their country for perpetrating the crime.,9.507,Other,2012-11-01,1000000.0,722714.0,159.0,7.7,571.0,/wg9QERtcZTTcOu6La3nZCfJUMHG.jpg,0.722714,Documentary,
16331,The Bedroom Window,en,Baltimore Maryland. Sylvia sees a girl being attacked from her lover Terry's bedroom window. The assailant flees and his victim is saved. But that same night another girl is found murdered.,9.506,Other,1987-01-16,8300000.0,12640385.0,114.0,6.4,88.0,/7JT5mzLBuABKqDNvCvfnjrvYQC6.jpg,1.522937951807229,Drama,Thriller
16339,The Countess,en,Kingdom of Hungary 17th century. As she gets older powerful Countess Erzsébet Báthory (1560-1614) blinded by the passion that she feels for a younger man succumbs to the mad delusion that blood will keep her young and beautiful forever.,9.503,Other,2009-06-25,8500000.0,784522.0,100.0,5.9,133.0,/tKtyAbTv3fKYofqc9z7aA8ks47F.jpg,0.09229670588235295,Drama,History
16343,Goya's Ghosts,en,Painter Francisco Goya becomes involved with the Spanish Inquisition after his muse Inés is arrested by the church for heresy. Her family turns to him hoping that his connection with fanatical Inquisitor Lorenzo whom he is painting can secure her release.,9.501,Other,2006-11-08,50000000.0,9448082.0,114.0,6.6,410.0,/tyZhS8kA07oU5fO3ruamJkgAC0M.jpg,0.18896164,Drama,
16355,Double Dragon,en,Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half and determines to get the brothers' half and have a complete medallion so he can gain absolute power.,9.496,Other,1994-11-04,3500000.0,2341309.0,89.0,4.5,262.0,/9ZTYSD8ZesYMKqLRbmVfZUW1FiE.jpg,0.6689454285714286,Action,Adventure
16356,Snoop Dogg's Hood of Horror,en,A hip hop horror anthology of three tales of terror told by the Hound of Hell (Snoop Dogg) that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.,9.495,Other,2006-06-27,5000000.0,25900.0,85.0,4.7,55.0,/98abrZgWTnGP0noaY2Cli7SNhVb.jpg,0.00518,Comedy,Horror
16357,Victor/Victoria,en,A struggling female soprano finds work playing a male female impersonator but it complicates her personal life.,9.494,Other,1982-04-25,15000000.0,28215453.0,134.0,7.3,352.0,/u1aMgr6pcMJ486IgEXRY3YYsHIK.jpg,1.8810302,Comedy,Music
16358,The Invisible,en,After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able help him is his attacker.,9.494,Other,2007-04-27,30000000.0,26810113.0,102.0,6.379,454.0,/vSJloUNJSKWJzQ4RbxBFKOA2p2m.jpg,0.8936704333333333,Fantasy,Thriller
16359,Veronika Decides to Die,en,After a frantic suicide attempt Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment Veronika learns that she has only weeks to live.,9.492,Other,2009-05-16,9000000.0,1709178.0,103.0,6.0,208.0,/oUo9CNSKz4ELnxAh4l3BPcXcxKq.jpg,0.18990866666666667,Drama,Romance
16366,Little Nicholas,fr,Nicolas has a happy existence parents who love him a great group of friends with whom he has great fun and all he wants is that nothing changes. However one day he overhears a conversation that leads him to believe that his life might change forever his mother is pregnant! He panics and envisions the worst.,9.489,Other,2009-09-30,22700000.0,62794894.0,91.0,6.014,1014.0,/zOsPAIRyknuPhYpFV0nTzbVLlgM.jpg,2.7662948898678414,Comedy,
16369,"Help, I Shrunk My Parents",de,Felix's school is haunted again only this time it's not the benevolent spirit of school founder Otto Leonhard and the nuisance he caused but the hated and long-since dead Director Hulda Stingbeard. A coincidence causes the former shrunken and skeletonized school principle to rise again. When she manages to return to real life she almost defeats Otto Leonhard manages to shrink Dr. Schmitt-Gössenwein and Felix' parents and takes over the school. It takes Felix Ella and their gang to set the levers in motion to save the school and bring Dr. Schmitt-Gössenwein and his parents back to their original size again.,9.488,Other,2018-01-18,7000000.0,8351526.0,90.0,5.5,32.0,/7335uX2btMkwFGndN0OGeFCvFgn.jpg,1.193075142857143,Comedy,Adventure
16372,Funny Girl,en,The story of the life of comedienne Fanny Brice from her early days in the Jewish slums of the Lower East Side to the height of her career with the Ziegfeld Follies including her marriage to and eventual divorce from her second husband Nick Arnstein.,9.487,Other,1968-09-19,14000000.0,52223306.0,149.0,7.2,332.0,/rXFRIv35SgcmaUqRjmGniwSopRW.jpg,3.7302361428571427,Comedy,Drama
16377,Song to Song,en,In this modern love story set against the Austin Texas music scene two entangled couples — struggling songwriters Faye and BV and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.,9.485,Other,2017-03-17,10000000.0,1710528.0,129.0,5.438,769.0,/itmaNi14GyWguTOywZ0mMzyScW9.jpg,0.1710528,Drama,Romance
16381,Nixon,en,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,9.483,Other,1995-12-22,44000000.0,13681765.0,192.0,6.9,291.0,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,0.31094920454545455,Drama,History
16382,The Nutcracker: The Untold Story,en,Set in 1920s Vienna this is the tale of a little girl whose godfather gives her a special doll one Christmas Eve.,9.483,Other,2010-11-24,90000000.0,17177993.0,110.0,5.2,154.0,/8qpovUSOZiqFOpsHoByfKojI8iC.jpg,0.19086658888888888,Music,Fantasy
16393,Pure Luck,en,The daughter of a wealthy businessman has disappeared in Mexico and all the efforts to find her have been unsuccessful. A psychologist knowing that the girl has an ultra bad luck persuades her father to send to Mexico one of his employees an accountant with super bad luck to find her. Perhaps he will be lucky and his bad luck could help to find the unlucky girl.,9.477,Other,1991-08-09,17010000.0,24941969.0,96.0,5.4,102.0,/3ZFbRfsSa04TTHzqcEFZtk6YYPe.jpg,1.4663121105232215,Comedy,
16397,Somebody Up There Likes Me,en,The story of boxer Rocky Graziano's rise from juvenile delinquent to world champ.,9.475,Metro-Goldwyn-Mayer,1956-07-04,1920000.0,3360000.0,113.0,7.3,133.0,/pyuqFqGJZuhFDAWCSCmRTdyJVQ9.jpg,1.75,Drama,
16398,"Hello, My Name Is Doris",en,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,9.475,Other,2015-11-27,1000000.0,14659448.0,95.0,6.4,412.0,/iYRpTDqZgA3rsRh4EIkWHsMjAKd.jpg,14.659448,Comedy,Drama
16401,Tom of Finland,fi,Touko Laaksonen a decorated officer returns home after a harrowing and heroic experience serving his country in World War II but life in Finland during peacetime proves equally distressing. He finds peace-time Helsinki rampant with persecution of the homosexual and men around him even being pressured to marry women and have children. Touko finds refuge in his liberating art specialising in homoerotic drawings of muscular men free of inhibitions. His work – made famous by his signature ‘Tom of Finland’ – became the emblem of a generation of men and fanned the flames of a gay revolution.,9.473,Other,2017-01-27,4200000.0,1792414.0,116.0,6.812,109.0,/9I1qNliGbbfKoZleqSHB9wV8kku.jpg,0.4267652380952381,Drama,
16406,Used Cars,en,When the owner of a struggling used car lot is killed it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival.,9.473,Columbia Pictures,1980-07-11,8000000.0,11715321.0,113.0,6.3,194.0,/h9hqesyEBaag8ZkgrBSaUGgGNFF.jpg,1.464415125,Comedy,
16416,The Wizard,en,"Corey refuses to let his emotionally disturbed younger brother Jimmy be institutionalized and the two run away together. They soon join forces with a resourceful girl who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter the trio head for a climactic showdown at the national video game championships in California.",9.47,Other,1989-12-15,6000000.0,14278900.0,100.0,6.0,254.0,/dtgNNq3TBbpBX6RXHLt5gAMdwPV.jpg,2.3798166666666667,Adventure,Comedy
16417,I Hate Valentine's Day,en,A love story set in Manhattan where a florist who abides by a strict five-date-limit with any man finds herself wanting more with the new restaurateur in town.,9.469,Other,2009-06-27,3000000.0,4243957.0,98.0,5.4,238.0,/j0iHgzfThoAlrgoiuix7BS1ezao.jpg,1.4146523333333334,Comedy,Romance
16419,Altered States,en,A research scientist explores the boundaries and frontiers of consciousness. Using sensory deprivation and hallucinogenic mixtures from native American shamans he explores these altered states of consciousness and finds that memory time and perhaps reality itself are states of mind.,9.468,Warner Bros. Pictures,1980-12-25,15000000.0,19853892.0,102.0,6.719,528.0,/8BATrghiOSFOtcpg2j2hZSHm6pm.jpg,1.3235928,Horror,Science Fiction
16421,Dr. T & the Women,en,A successful Texas gynecologist finds himself amid a bevy of women and their problems – his wife’s breakdown his daughter's fake marriage his other daughter’s conspiracy theories and his secretary’s crush. Craving time for himself he finds solace in a kind outsider.,9.467,Other,2000-09-13,23000000.0,22844291.0,121.0,4.9,281.0,/rmvpXbJlqztcLr6FkbVQFkWxOAr.jpg,0.9932300434782608,Comedy,Drama
16425,Dear Zindagi,hi,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,9.467,Other,2016-11-23,4300000.0,3376375.0,151.0,7.1,195.0,/oUg0N2isgZ5rrxdXnsemcKolfKZ.jpg,0.785203488372093,Drama,Romance
16430,Gamera 3: Revenge of Iris,ja,With the Gyaos re-emerging Gamera's ties to humanity have been severed with his bond to Asagi broken. Nagamine and Asagi investigate while an orphaned girl named Ayana discovers a new creature she names Iris. Nagamine and Asagi must reach Ayana before she takes her revenge on Gamera who she blames for the death of her family.,9.466,Other,1999-03-06,6000000.0,15000000.0,108.0,7.6,98.0,/1nfgjDx0Q5vDDIjwS0SBMBmDbFy.jpg,2.5,Fantasy,Science Fiction
16434,Love 911,ko,Dr. Mi-Soo misdiagnoses a patient after she meets the woman's husband whom she assumes to be abusive. With his wife in grave condition the man sues the hospital. Kang-Il is a widowed firefighter who overhears the situation and when he attempts to counsel the woman's husband he is assaulted by him. When Mi-Soo learns about the confrontation she tries to get Kang-Il to be a character witness for her and realizes that he may also be her true love.,9.465,Other,2012-12-19,16.0,16786016.0,120.0,7.2,50.0,/aB1zGc5BNHSaQlEhOSni4ts8DrL.jpg,1049126.0,Drama,Romance
16438,Bringing Down the House,en,Uptight lawyer Peter Sanderson wants to dive back into dating after his divorce and has a hard time meeting the right women. He tries online dating and lucks out when he starts chatting with a fellow lawyer. The two agree to meet in the flesh but the woman he meets -- an escaped African-American convict named Charlene -- is not what he expected. Peter is freaked out but Charlene tries to convinces him to take her case and prove her innocence. Along the way she wreaks havoc on his middle-class life as he gets a lesson in learning to lighten up.,9.464,Other,2003-03-07,20000000.0,132675402.0,105.0,5.969,614.0,/5cf3QUOHFb2ZpDRbaiZcsow5lAn.jpg,6.6337701,Comedy,Drama
16469,Dead Heat,en,LAPD police officer Roger Mortis is killed while arresting zombies who have been reanimated by the head of Dante Laboratories in order to carry out violent armed robberies.,9.451,Other,1988-05-06,5000000.0,3588626.0,86.0,6.2,150.0,/m9LDoBpKEgucDzyS6w7u6fYut5G.jpg,0.7177252,Action,Horror
16475,Flicka,en,Katy McLaughlin desires to work on her family's mountainside horse ranch although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. The headstrong 16 year old then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens it will take all the love and strength the family can muster to restore hope.,9.448,Other,2006-10-20,15000000.0,21000000.0,95.0,6.9,253.0,/nhJlXSmiHnlVxea5J5l3wfuATwY.jpg,1.4,Family,Drama
16480,Reno 911!: Miami,en,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,9.447,Other,2007-02-23,10000000.0,20342161.0,84.0,5.8,198.0,/l9v3nqTU4Gj2zuASGDLJX4YD8ma.jpg,2.0342161,Action,Comedy
16490,Aśoka,hi,A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers his mother urges Asoka to escape to stay alive. While away Asoka meets Kaurwaki and falls in love but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows which leads Asoka to embrace a Buddhist path.,9.442,Other,2001-09-13,17000000.0,19000000.0,175.0,6.4,131.0,/3S9u9oMFEwvzt1OGSv9PBowzmiD.jpg,1.1176470588235294,Action,Adventure
16497,Thugs of Hindostan,hi,After the British company’s officer Clive takes over the kingdom of Mirza Princess Zafira and Khudabaksh aka Azaad form a band of rebel pirates who swear to defeat the English officer and win their freedom back. The British Company in return hire the wily thug Firangi track Azaad’s gang and thwart his plans.,9.439,Other,2018-11-07,31000000.0,3136000.0,164.0,5.8,79.0,/eonEvymAPpXvWvbBu21HYJx8VdS.jpg,0.10116129032258064,Adventure,Action
16504,Shadow of the Vampire,en,"Director F.W. Murnau makes a Faustian pact with a vampire to get him to star in his 1922 film ""Nosferatu.""",9.436,Other,2000-05-15,8000000.0,8279017.0,92.0,6.7,468.0,/ooe8qfwSvmFdlf6FtSFaqErdM8g.jpg,1.034877125,Drama,Horror
16513,Mildred Pierce,en,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,9.432,Warner Bros. Pictures,1945-10-20,1453000.0,5638000.0,111.0,7.7,305.0,/iSXi0xvPUPwEI2xxWZrcKJXpUYc.jpg,3.8802477632484513,Crime,Drama
16519,The Sweet Hereafter,en,A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit but his efforts only seem to push the townspeople further apart. At the same time one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.,9.43,Other,1997-09-25,5000000.0,7951247.0,112.0,7.0,315.0,/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg,1.5902494,Drama,
16523,The Rose,en,Rock-and-roll singer Mary Rose Foster's romantic relationships and mental health are continuously imperilled by the demands of life on the road.,9.43,20th Century Fox,1979-11-07,9250000.0,29174648.0,125.0,6.637,91.0,/3hYyA2g5r0TDRbkSAOEeKelylh2.jpg,3.154016,Drama,Music
16530,Sorcerer,en,Four men from different parts of the globe all hiding from their pasts in the same remote South American town agree to risk their lives transporting several cases of dynamite (which is so old that it is dripping unstable nitroglycerin) across dangerous jungle terrain.,9.427,Other,1977-06-24,12000000.0,9000000.0,122.0,7.365,374.0,/cftvieqsfGgmZ0u3AeInfahvPzr.jpg,0.75,Adventure,Thriller
16534,Welcome to the Punch,en,When notorious criminal Jacob Sternwood is forced to return to London it gives detective Max Lewinsky one last chance to take down the man he's always been after.,9.426,Other,2013-03-15,8500000.0,3926386.0,99.0,5.9,557.0,/6mCyfp7nk1sTZNtvLSVGrO0sPeH.jpg,0.46192776470588237,Action,Adventure
16546,Martin Eden,it,The tale of an individualist proletarian in a time marked by the rise of mass political movements. In early 20th-century Italy illiterate sailor Martin Eden seeks fame as a writer while torn between the love of a bourgeois girl and allegiance to his social class.,9.421,Other,2019-09-04,3800000.0,1681545.0,129.0,6.995,577.0,/jTDZ5Q6CMDSQ967O3fNCcIneQyg.jpg,0.4425118421052632,Romance,Drama
16560,Holy Man,en,Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience and takes America by storm.,9.413,Other,1998-10-08,60000000.0,12069719.0,114.0,5.197,347.0,/sfJBsOdSbgLLarO6GIS0dWzFcCv.jpg,0.20116198333333332,Drama,Comedy
16568,Cherry 2000,en,When successful businessman Sam Treadwell finds that his android wife Cherry model 2000 has blown a fuse he hires sexy renegade tracker E. Johnson to find her exact duplicate. But as their journey to replace his perfect mate leads them into the treacherous and lawless region of 'The Zone' Treadwell learns the hard way that the perfect woman is made not of computer chips and diodes.,9.41,Other,1987-11-10,10000000.0,14000.0,99.0,6.0,187.0,/t3uds00MHLsibhKLCL0BbCEGxXb.jpg,0.0014,Action,Adventure
16582,The Company of Wolves,en,An adaptation of Angela Carter's fairy tales. Young Rosaleen dreams of a village in the dark woods where Granny tells her cautionary tales in which innocent maidens are tempted by wolves who are hairy on the inside. As Rosaleen grows into womanhood will the wolves come for her too?,9.403,Other,1984-09-21,2000000.0,4389334.0,95.0,6.346,256.0,/2g2YPws1MiEWTodUE8u3qOf78XS.jpg,2.194667,Horror,Fantasy
16587,The Rum Diary,en,Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation' Paul soon becomes entangled with a very attractive American woman and her fiancée a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.,9.401,Other,2011-10-13,45000000.0,24000000.0,120.0,5.9,1026.0,/h0q4RUuc1CbKWwEtH3nt7KPcPWL.jpg,0.5333333333333333,Comedy,Drama
16591,Very Bad Things,en,Kyle Fisher has one last night to celebrate life as a single man before marrying Laura so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...,9.4,Other,1998-09-11,30000000.0,9898412.0,100.0,6.3,526.0,/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg,0.3299470666666667,Comedy,Crime
16599,Wolfen,en,A New York City cop and an expert criminologist trying to solve a series of grisly deaths in which the victims have seemingly been maimed by feral animals discover a sinister connection between the crimes and an old legend.,9.394,Other,1981-07-24,17000000.0,10626725.0,115.0,5.9,176.0,/moUFIySnC5zhKoVeEcR4liyvstm.jpg,0.6251014705882353,Horror,Thriller
16602,Runaway,en,In the near future a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill he begins to uncover a homicidal plot to create killer robots... and his son becomes a target.,9.393,TriStar Pictures,1984-12-14,8000000.0,6770587.0,100.0,5.5,198.0,/8xMeKeXGHY2KbiMjSpEGqlIjAEp.jpg,0.846323375,Thriller,Crime
16606,Monty Python's The Meaning of Life,en,Life's questions are 'answered' in a series of outrageous vignettes beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.,9.389,Other,1983-03-31,9000000.0,14949697.0,107.0,7.3,1588.0,/9yavZ9WgEZIpWi2EbVW8At9RPdo.jpg,1.6610774444444445,Comedy,
16616,Equals,en,A futuristic love story set in a world where emotions have been eradicated.,9.386,Other,2015-07-15,16000000.0,2084628.0,102.0,6.1,1252.0,/vP1i0dddTbLL3pyddrSCPnJa8S7.jpg,0.13028925,Drama,Romance
16631,Calendar Girls,en,Members of a Yorkshire branch of the Women's Institute cause controversy when they pose nude for a charity calendar.,9.379,Other,2003-09-02,10000000.0,96542059.0,108.0,6.6,303.0,/yy2cPwrnUquMCmShrf8TbYu6emd.jpg,9.6542059,Drama,Comedy
16643,The Man Who Knew Too Little,en,An American gets a ticket for an audience participation game in London then gets involved in a case of mistaken identity. As an international plot unravels around him he thinks it's all part of the act.,9.376,Other,1997-11-14,20000000.0,13801755.0,97.0,6.4,398.0,/yVlIZa0u6CTN5LudxGX77Fk46iz.jpg,0.69008775,Comedy,Thriller
16648,On the Road,en,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced energetic roller coaster ride with highs and lows throughout the U.S.",9.374,Other,2012-05-22,25000000.0,8784318.0,137.0,5.6,757.0,/k7LQteD02p3VHixbS6NXHkFdFwT.jpg,0.35137272,Adventure,Drama
16651,Those Happy Days,fr,Set in 1992 a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place his colleagues various problems linked to children about the rooms trips their belongings...,9.374,Other,2006-06-28,7508646.0,10890811.0,103.0,7.4,834.0,/lTOm5grqVEIIkUzAsDHcKLrEkcv.jpg,1.4504360706311097,Comedy,Family
16652,The Girlfriend Experience,en,"Chelsea is an in-demand call girl whose $2000 an hour price tag allows her to live in New York's lap of luxury. Besides her beauty and sexual skill Chelsea offers her clients companionship and conversation or as she dubs it ""the girlfriend experience."" With her successful business and a devoted live-in boyfriend Chelsea thinks she has it made... until a new client rocks her world.",9.373,Other,2009-05-22,1700000.0,1007962.0,77.0,5.004,246.0,/2UbTx5DV3qw2Ixr3fkkyRSHi58.jpg,0.5929188235294117,Drama,
16665,A Good Doctor,fr,On Christmas eve Serge is the only on-call emergency doctor available. Struck by a crippling back-ache he gets help from a pizza delivery boy who will need to step in the doctor's shoes.,9.367,Other,2019-12-11,6837995.0,6294941.0,90.0,6.6,262.0,/7wx7VMj4eoJUXR4ZVdYVDzFStNd.jpg,0.9205828609117146,Comedy,
16672,I.Q.,en,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,9.366,Paramount,1994-12-24,25000000.0,26381221.0,100.0,6.0,379.0,/1dLR9LX4O8DSyaU5OR3N0472IR.jpg,1.05524884,Comedy,Drama
16675,Warlords of the 21st Century,en,It's the 21st century the Oil Wars have made a mess of the planet and the land outside major cities is lawless. After Hunter comes to the aid of Corlie who has run away from the villainous Straker he takes her to the peaceful community of Clearwater. Unfortunately for the citizens of Clearwater Straker fully intends to get Corlie back.,9.365,Other,1982-01-01,1000000.0,3000000.0,91.0,4.6,22.0,/vKzIyRYkKfrUgHewh067a6i4Wj3.jpg,3.0,Science Fiction,Action
16681,The Music Never Stopped,en,Henry struggles to bond with his estranged son Gabriel who suffers from a brain tumor that prevents him from forming new memories. With Gabriel unable to shed the beliefs and interests that caused their physical and emotional distance Henry must learn to embrace his son's choices and try to connect with him through music.,9.362,Other,2011-03-18,4000000.0,253899.0,105.0,7.4,135.0,/hbKqNh3bi2Do4cpefIbBNUdQJg6.jpg,0.06347475,Drama,
16682,She's Gotta Have It,en,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",9.362,Other,1986-08-08,175000.0,7137503.0,84.0,6.7,258.0,/qiJuXvPONqTSSnzhbCBqE7EotV.jpg,40.78573142857143,Comedy,Romance
16689,King Ralph,en,As the only relative in line to ascend the Royal throne a down-on-his-luck American slob must learn the ways of the English.,9.358,Universal Pictures,1991-02-15,23000000.0,52487045.0,97.0,5.311,246.0,/fRHq4KerVgNRLaDwwuYpCAHIQJX.jpg,2.2820454347826087,Comedy,
16691,The King's Choice,no,On 9 April 1940 German soldiers arrive in the city of Oslo. The King of Norway faces a choice that will change his country forever.  The King's Choice is a story about the three most dramatic days in Norway's history the royal family's escape and King Haakon's difficult choice after Nazi Germany's invasion of Norway.,9.357,Other,2016-09-29,7500000.0,9100000.0,133.0,6.8,127.0,/qulAxlraNWYrvtq2lIi6AakbeUs.jpg,1.2133333333333334,War,Action
16693,Wickie the Mighty Viking,de,One morning our little Viking village of Flake is raided by frightening looking spooky demons who kidnap all the children… except for Wickie who was stuck in a tree trying to use a kite to learn to fly.,9.357,Other,2009-09-09,11000000.0,32000000.0,85.0,5.799,127.0,/hmqR1ic1VSxhETjObl1EhGW0AJb.jpg,2.909090909090909,Comedy,Family
16697,Sea of Love,en,Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen one of the main suspects.,9.356,Universal Pictures,1989-09-15,19000000.0,110879513.0,113.0,6.6,512.0,/7h88b3F0SUuwtV8QNnzz8d0aHW0.jpg,5.835763842105263,Crime,Drama
16699,Veronica Guerin,en,In this true story Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts Guerin then gets in touch with John Traynor a paranoid informant. Not without some prodding Traynor leads her to John Gilligan the ruthless head of the operation who does not take kindly to Guerin's nosing.,9.354,Other,2003-07-11,17000000.0,9439660.0,98.0,6.7,249.0,/14RnhkH9ArHZ8viDAej4TnVl4Jg.jpg,0.5552741176470588,Drama,Crime
16701,Valmont,en,Set in Baroque France a scheming widow and her lover make a bet regarding the corruption of a recently married woman. The lover Valmont bets that he can seduce her even though she is an honorable woman. If he wins he can have his lover to do as he will. However in the process of seducing the married woman Valmont falls in love.,9.354,Other,1989-11-17,33000000.0,1132112.0,137.0,6.7,220.0,/gKBCV6VzThjoVjO9GypqZMJix4J.jpg,0.03430642424242424,Drama,Romance
16715,Conquest 1453,tr,After the death of his father Murat II Mehmet II ascends to the Ottoman throne. After braving internal and external enemies he decides to complete what he was destined to do: Conquer Constantinople.,9.349,Other,2012-02-16,2581561.0,9001826.0,160.0,6.0,154.0,/xzTAM0yaOKkdD4C2tVbdHilcNAc.jpg,3.4869700929011556,Adventure,Drama
16716,The Hollars,en,Aspiring New York City artist John Hollar returns to his Middle America hometown on the eve of his mother’s brain surgery. Joined by his girlfriend eight months pregnant with their first child John is forced to navigate the crazy world he left behind.,9.348,Other,2016-08-25,3800000.0,1016985.0,88.0,6.3,254.0,/9ybRAn6AoSuyMjfqbhgosdye2R5.jpg,0.26762763157894737,Comedy,Drama
16718,Derailed,en,NATO operative Jacques Kristoff (Jean-Claude Van Damme) is summoned into action—on his birthday no less—to track down Galina Konstantin (Laura Harring) who has stolen an extremely valuable and dangerous top-secret container from the Slovakian Government.  Finding Galina doesn't take long and Jacques must wrap up the mission by returning Galina and the contraband to his superiors by train.  Things seem to be going smoothly as Jacques and Galina board the train posing as a couple but soon all hell breaks loose.,9.347,Other,2002-05-19,11000000.0,297835.0,89.0,5.0,224.0,/fdSKmy4cfFsYNNFOrQYS4hxtj6.jpg,0.02707590909090909,Action,Thriller
16720,Java Heat,en,An American in Indonesia teams up with a Muslim cop to track down a terrorist.,9.346,Other,2013-03-06,15000000.0,1061.0,104.0,5.6,71.0,/3jQZRqGnqTlwomPZyGziTSSIy6H.jpg,7.073333333333334e-05,Action,Crime
16722,Casshern,ja,"Fifty years of war between the Great Eastern Federation and Europa - now merged as Eurasia - have taken their toll on planet Earth. As a result of the use of biological chemical and nuclear weapons much of Earth has become uninhabitable and people have become prey to new diseases. Professor Azuma's ""neo-cell"" project which is supposed to be the answer to mankind's hardships becomes a nightmare come true when mutants spawned from the experiment escape and declare war on the human race. Azuma's son Tetsuya who was killed during the previous war is reborn into the cyborg Casshern as mankind's last hope against the new mutant threat. This live-action sci-fi movie based on a 1973 Japanese animé of the same name.",9.346,Other,2004-04-24,6000000.0,12353768.0,141.0,5.9,213.0,/naIjHWfQFge69GqeehgsekwDkbl.jpg,2.0589613333333334,Drama,Horror
16732,Dave Chappelle's Block Party,en,The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio mans moves to Brooklyn New York to throw an unprecedented block party.,9.34,Other,2005-09-12,3000000.0,11718595.0,100.0,6.7,90.0,/lGS9iKGGRjM049ZGK4J8TvQeBHg.jpg,3.906198333333333,Comedy,Documentary
16746,Apartment 1303 3D,en,A woman uncovers sinister secrets while investigating the apparent suicide of her sister.,9.334,Other,2012-12-06,5000000.0,3377891.0,101.0,3.7,268.0,/zTANZaCUwG6prdRygximOdWKV6U.jpg,0.6755782,Horror,
16750,The Illusionist,fr,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,9.333,Other,2010-02-16,18000000.0,6007194.0,80.0,7.2,487.0,/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg,0.333733,Animation,Drama
